[0.48543150345531044, 1.8849229487609358]
[2.3446644740360272, -0.76656890899300745]
[0.14267949888376275, -1.678390712863207]
[2.8467129195085654, 0.59955324206288507]
[-1.8139053939189036, -1.1092885584945289]
[1.2859070617902684, 1.5026462762327175]
[-0.23779565026862262, 0.32941870080048746]
[-0.79816741271349745, 4.216956462671611]
[0.072508276666273297, 0.88116782190358445]
[3.1789931918055192, 1.5266951557110788]
[-0.17873777563703086, -1.910927089531929]
[2.8281711519148223, 1.3082329822726326]
[-1.2822846171705422, -1.2414205550797228]
[1.6139597935087573, 1.4108413019846586]
[-0.18457431023912982, 0.70050094831025156]
[1.9691205215167822, 2.2567591844927319]
[-0.78348671854430862, 1.5350752727373376]
[2.2214381690088394, 2.6046024595524582]
[-1.0121577082516524, 0.59753132317432556]
[1.9560155230125109, 1.453711061108875]
[0.533197546853866, -1.6470206904314046]
[2.0433791776849701, 1.2626567949002148]
[-0.022498375809760822, 0.10793762888914715]
[0.78403656941214028, 2.9412897425340283]
[0.26990996295513076, -0.035464332916683501]
[2.1577392877383081, 1.3599047201836072]
[1.8149336332981467, -0.016338398814430718]
[0.42320574012665335, 2.7301565161877797]
[-1.6799297798321258, 0.13501699115132987]
[3.8556642819623335, 1.5278735381900488]
[-0.012309244624866834, -0.90229763363098248]
[1.6743570688969502, 1.5560219765970462]
[0.81419179365642691, 0.3589767973091223]
[1.7675234024540423, 0.64251807721188636]
[-0.37143556542958067, 0.21507578571517103]
[0.61441314067072095, 1.6513202365730062]
[1.4149586012236597, 0.57292051044357872]
[2.0333899743736512, 1.2880873227732981]
[-1.2976984378027492, -0.57569029673208283]
[2.2548463774065937, 1.591813489714438]
[0.8432509827475364, 0.70425268943013886]
[2.2165691301346149, 0.8231782001544099]
[-0.25432128629083922, 1.1182239666260636]
[4.0895043697175968, 0.93581478854543332]
[-0.015140267950987269, 0.8627716341840399]
[3.3143145319701595, 2.703464002224548]
[-0.40447149350365486, 1.306023488822047]
[1.7204888394237019, 2.1793280635596073]
[0.82686877093369759, 1.1925308864703561]
[1.6765182403299266, 2.6325305164952328]
[0.46561007432978274, -0.060640190371668311]
[3.1206263595818924, 2.5131525289722068]
[-1.069271953939597, 2.2174083451245203]
[0.96300549998839768, 1.0630320310045556]
[-0.56791764457631222, -0.11098020343071467]
[1.5620142092485112, 1.9489816969241913]
[-0.0058468688504617174, 1.5438720659905936]
[0.78681928966457715, 3.0157931456066565]
[-0.80481890489021535, -0.34098439124211188]
[3.2595041784753063, 1.7924177305720037]
[-0.50421290358889836, -1.5378312048266927]
[2.1117172430509239, 1.1241044930279176]
[-1.3172647838910889, 1.8377681093384028]
[1.1602956203902988, 2.388265268589191]
[-0.39041386868829409, -1.0240982898146453]
[3.0827469797381948, 1.0380101102599459]
[-0.33653274652196991, -1.0256825563105332]
[3.965406404160241, 2.3722442548448459]
[-0.5921832943011236, -0.39929736885453643]
[1.152176608820803, 2.9908519629259254]
[0.53711852581961272, 0.75111678844143392]
[3.272084336725114, 3.718615334681715]
[-0.40464712997297192, -0.94650313153746846]
[2.3527320288634268, 2.6944709646790388]
[1.6041541738610257, 0.71918994928151858]
[1.8992221832989138, 2.392039037857983]
[-0.56524496023243631, 0.76056440472195785]
[2.8533254103532055, 0.90922023592471168]
[0.076875020286715487, 2.1512521373782443]
[1.7765989442044225, 2.0962149117830688]
[0.30057131054960134, 0.3990191948844069]
[1.6634371758566922, 0.56551216540794136]
[-0.33482535671532232, 1.0106685413879157]
[1.6286966402075969, 3.6234637080321557]
[1.1482203984747918, 1.6092357222255778]
[0.59884839750332808, 4.3025314478052836]
[0.32071798068558688, 0.66853261318975532]
[-0.976745740809283, 1.7048320240515009]
[0.33842784281540578, 0.6401963981244051]
[2.3448319930742918, 1.894045534784357]
[-0.67184451730484152, 0.73702719559139229]
[2.055251982230383, 1.3753767269086432]
[1.3880561065523698, -0.20685338774997458]
[2.1916192855186223, 0.11987983848841388]
[-0.35037301775962987, -0.38701514112524238]
[1.8799700746341643, 3.0118412179406864]
[-0.73230817154619188, 0.40199364159553563]
[0.25241646132784989, 1.8487125607649533]
[-1.4558206862136949, 1.7663305318980518]
[1.8031518025078785, 2.3395415331490734]
[0.98659492653864933, -0.22920923007439858]
[1.7455031087403117, 1.9867746161933704]
[-0.388662905319832, -0.44049176876347984]
[1.3856141223349718, 2.3274614676727667]
[1.3213684771987106, -1.5494206745620749]
[2.0475584161543634, 3.5188248808108367]
[0.34275726115663507, -0.37505535253514433]
[1.1162048815715921, 3.1596094710762221]
[-1.4529182172387076, -0.58755273859924839]
[3.0642749178002773, 2.1258806317870493]
[-0.5470149351359358, 0.48784349619543305]
[1.6022530966434407, 0.71311999923839631]
[-0.30675233959506853, -0.14632622577550372]
[0.74573271260377028, 0.80135748585375421]
[0.6295642491161898, -1.3927830545481563]
[1.2685515720275498, 1.4332202561222664]
[0.27521339138292639, -0.97039206803540212]
[1.4557456497652295, 1.0522006508467205]
[0.29547817083858796, -1.0658997101885728]
[2.0353958856034939, 2.7305716944586731]
[1.7210783217311243, -0.3211016577477252]
[2.8337129618961758, 2.1520713264994988]
[-0.3454236558937866, -1.2256328238029313]
[1.3412378709066499, 1.9985007345903631]
[1.0227554522973523, 0.21820059201140202]
[1.4929320684901732, 2.5659787852700577]
[1.1955086062905098, 2.1756128709653275]
[2.4859355641109704, 0.70156215291457924]
[0.059689519695377585, 0.81666504344983526]
[0.69567643272587754, 0.79193715241202289]
[0.77392992655806481, 0.3721825693447926]
[0.6440747683466983, 2.1270884290998735]
[1.3846424357076632, -0.21066061261880972]
[1.4093284038856506, 2.1489915430093278]
[-1.5566838161326673, 0.24270896795294902]
[1.6532759731216544, 0.79325869263587379]
[0.31059750102807593, -0.18413661065403961]
[2.2413543932327893, 1.4024665102270006]
[0.54549805030921172, 0.83150948439551919]
[0.54784560190716269, 2.6607806271110288]
[-0.17179564719452137, -0.65639605353761943]
[0.98949971335591247, 4.035127982456518]
[1.0505162483177761, 0.46728569188849584]
[2.8036340016586871, 2.114141257243066]
[-0.42737084787512764, 0.80796338653407507]
[0.38464148168280077, 0.33560698813297263]
[-1.0300348615044876, 1.4463696560440278]
[0.59193501062170739, 3.2914111190899815]
[-1.3746305388587692, -0.31885003482676272]
[1.8693133862314339, 1.0304433665606543]
[-0.88467208868097924, 0.56030787698492046]
[3.6156192869037431, 0.65149022286098091]
[-0.43145521539981058, -0.75167780699653286]
[2.89099007333781, 1.88670192291464]
[-0.46445523228309166, 0.32343580524567256]
[2.5100709741306044, 3.0011345730430135]
[1.5873980407768626, -0.18990656953704144]
[1.8330405068906455, 2.0149996643412895]
[-0.16579156211010407, 1.3705360874405632]
[0.91822874581442071, 1.7348235323850998]
[-0.062994775773302161, -1.5782897140235561]
[3.0781430487596682, 2.4074279413663007]
[-1.3614348822372442, 0.5956509209053108]
[1.391702728157945, 3.3093941070342847]
[-0.060936664949086221, 0.30456484518247917]
[1.1505218082792723, 2.259134980227449]
[0.34956906347100702, 0.041845283618355725]
[3.0063487837096856, 2.2055880858958958]
[0.10158129873388777, -0.79420548107336075]
[2.2988557837100441, 0.33760338630615028]
[0.88116458885181126, 0.028842106750969092]
[3.4138537513965987, 0.82575116559241124]
[0.45183182282293582, -0.50245938782157629]
[1.9762041862061492, 1.8389859896592371]
[-0.73636086738410234, -0.33764493821028496]
[1.1271416493821711, 3.225516439905856]
[0.87319111276570482, -0.55840528167503856]
[0.65790800361001645, 2.942178751216558]
[0.2405357723490362, -0.84614374429126504]
[2.7304388552873369, 2.6143115692175565]
[-0.30798893132759397, -0.44836349393126518]
[3.3482144745731581, 2.4041108503089879]
[-0.80222458512597472, 1.3365366710305744]
[2.6733264366812985, 1.609583526302734]
[1.5324559354581704, 2.2602909945802576]
[1.5413674002849296, 1.7476547519839023]
[-0.39839475655006035, 0.37534101677284643]
[3.0252028123710217, 1.4856333629123217]
[0.42749768344387246, 0.99853092527643206]
[0.39446459068757966, 1.0897656287954609]
[-0.88513405725386962, 2.0950745906772306]
[0.71955411454424145, 3.3793771231308192]
[-1.8876183027380296, -0.34297526322791416]
[0.76710271005185704, 2.0400502174793238]
[0.77110156235651828, -2.1202729100774733]
[0.92157832278985619, 2.0530907808168815]
[0.5143274459317746, -0.32883051394827018]
[1.9299034610920369, 1.5369089962755287]
[1.0096571471660032, -0.21914547489988268]
[1.4243633755581957, 0.54060415442841614]
[0.21313787209928331, -0.98669112254282509]
[2.6058376539473689, 2.2959915980002679]
[-0.70877733603633963, -0.32576547518699162]
[1.6729038474218392, 3.2832843365480011]
[0.51121579081484625, 0.75133333520450851]
[0.16882017787273673, 2.3835456561707113]
[1.1216032179285753, 1.6120291932759669]
[2.232560584909606, 2.5570216867891489]
[-0.94395349119340921, 0.7400332441968166]
[1.9401706322841588, 2.6548446491591342]
[-0.77689385964271629, 0.40774156971819808]
[1.9484501191336308, 1.6129996056456939]
[1.3931809386052645, 0.3107264112457781]
[2.1860087651767173, 0.85320257187440451]
[1.4310531293830739, -1.6246893196720478]
[4.6641441047244374, 2.4382020546621588]
[0.046737322204824815, 0.029066531972998907]
[1.7654684213988041, 2.0053252517124722]
[1.1613647245645815, -0.39867314458541997]
[2.4850239714899098, 1.7329168034130475]
[-0.65679352805305224, -0.58289053636012023]
[1.4141424250207528, 0.63713303635957419]
[0.90573111267455808, -0.85395276376483409]
[2.6080001293656951, 1.8595988029424155]
[-0.23007643118814999, -1.4497034310356745]
[3.3066403690954362, 1.6811127607223519]
[-0.75988130127639852, -0.78703598238189698]
[0.55327820662004434, 2.540903889603995]
[1.0316676947158385, 0.6965511971422832]
[1.7731822959741128, 0.60239211925587433]
[0.10954388045897136, 0.78156933841380449]
[3.7641602078320959, 3.0299412387756766]
[0.64473620509773366, 0.26414738972941992]
[1.3256914047264725, 2.6075415103719006]
[-1.2296928585560949, -0.97596775065397656]
[1.3614222349292027, 2.8069819801806744]
[-0.0048717777423974212, -0.14019915560157106]
[2.4813662808852035, 0.87290299302777474]
[-0.13746702119218127, 0.43644450897219517]
[2.3224986883580714, 1.1799288478391219]
[0.077930446154504063, -1.5545102162407289]
[3.2930891815790706, 0.4870910590247306]
[-0.36192163582219855, 0.90893862652659208]
[2.0839769150332299, 1.6625081152020504]
[-1.4357893738268912, 0.70210420100266047]
[1.2856833972620176, 1.7168675780388396]
[-0.68119879750523726, -0.67388322041982829]
[1.1994160117513446, 2.4108132812064129]
[0.69762238373875041, 0.51162387647820606]
[2.2185066249789478, 2.1689708260422891]
[0.60336037287133326, -0.99128650100441373]
[2.3890618650872399, 1.2706061312597074]
[1.304757834837291, 0.53773635644593609]
[2.1904247683649385, 2.4903296032736844]
[0.085179306326649273, -2.0699105160583406]
[3.3476047896314554, 2.4661665374995652]
[0.43496599401340996, 0.7664005644884625]
[-0.40578855852791529, 2.3465011757525778]
[-1.3922227379065284, 0.86441067152695095]
[2.4681336351523138, 2.6308487187734095]
[0.24681363880310037, 0.43394634964640993]
[2.9557981611378108, 2.2351919768329744]
[-0.097621794126999326, -0.30602273883206482]
[0.16508641480249908, 1.7108906029333979]
[-0.31003427227581609, -0.43111721506942036]
[1.989638722585483, 0.69724763559312009]
[-0.27713801077403122, -0.40472247070108308]
[3.0020344691930898, 1.3421586868383146]
[-0.75137874185234244, -0.93300704443436699]
[2.4954822397539358, 3.9394710437900406]
[-0.45865710625205236, 1.4938742376831191]
[4.524656752651655, 1.0655798737446127]
[-0.44117257886060463, 1.6230662725722556]
[2.3598058862983602, 2.6287690857605841]
[0.40151599344194822, 0.69205983991864728]
[1.5319542389485128, 2.2543526350362511]
[0.95548496245423731, -0.25762380201750684]
[3.4460814872916719, 2.4270507624678772]
[-1.3018165780836388, -0.94121341847735096]
[0.68152371947151424, 2.7874246566146881]
[-0.15467548197417585, 0.73064022285049823]
[0.98140833499016389, 2.565644888035802]
[0.09404115724950933, 0.20234788908714613]
[2.4586813000132026, 2.5066386350994367]
[0.72363351156657119, 1.4388961665325373]
[0.87734191805673811, 1.9059924682167133]
[-0.54939273552103429, 0.32048875177530028]
[0.8668083703110816, 1.7932204537266083]
[0.98272265293376726, 0.24020617036030267]
[2.2318093005231789, 2.3935737568762629]
[0.18425457166269377, 0.55944206924242312]
[0.76459962451838659, 3.0901382974220777]
[-0.30042860568018603, -1.1988861766080654]
[1.8134116946291237, 1.8057904379906782]
[0.11159355678613098, -0.33201257830135372]
[2.1689416747813288, 2.8912005947076214]
[-1.0232065610564429, -0.47978332334720097]
[1.1979961342769523, 2.2502334743895882]
[0.66287953677987987, -0.34926134074578907]
[1.6789664463959264, 1.9687609107074386]
[0.3357474810826282, 2.1901381946422531]
[2.9786649974012547, 2.0976424406389738]
[-0.6194445731043845, 0.58443205359545214]
[-0.330500758592148, 1.8663930228851833]
[0.61295526363921471, 0.41577911694377023]
[2.0756113544083261, 2.4956986863105541]
[-1.2401369110175944, 0.63174821472840259]
[2.2658519210027337, 1.1286184153814052]
[-0.17276449328022361, 1.3261263020755114]
[1.6828571227698086, 0.64418953190987183]
[-0.59075908911678487, 0.14303986061869944]
[3.2693608294056848, 3.6634627858557813]
[-0.057229021459758042, 0.5442201312439493]
[2.0666663260150258, 2.9454289214872094]
[1.5799200649185936, 0.98838908490747557]
[2.6052977806977049, 1.9107965366061006]
[-0.80615048474872941, 0.70914167735887046]
[2.0031900661027118, 1.335179535187101]
[-1.7154739624482387, -0.031345246286103821]
[2.1764922560034239, 1.8676279601626931]
[-0.37627230456687266, -1.3050768484962965]
[3.0622469757608859, 1.6810419434904298]
[-2.4067867020021505, 0.075303021230730238]
[1.2811081639625606, 1.6483761341178251]
[-0.0080113332837205634, 0.98460057884222696]
[1.9658545982890745, 2.9281471743394558]
[-1.4840246038303346, -0.23326155453293534]
[1.9341375627266739, 2.4698297345421563]
[0.70387343971145988, 0.11721992520157958]
[1.0781701156450434, 2.1065195685936997]
[1.1982504289392188, 0.23541707168692849]
[1.140774123461527, 0.63543957342364288]
[0.93576400634583334, 0.45995133642343755]
[2.4408804026787876, 2.5804478904168491]
[0.73987591109948203, 1.2565577724091577]
[3.1711331878409545, 1.0624856008195644]
[-0.61936339323253564, 1.44626407257661]
[3.4339143718587857, 2.0612214997956935]
[1.7436321780548145, 0.43621179255853992]
[1.604297465234402, 3.3197690275697331]
[-0.39897040861908911, -1.9975768849326614]
[2.4667330062695898, 1.9919706576512455]
[1.6388172013589897, 1.3432782091546889]
[1.370034477102591, 2.2725061788309966]
[-1.1191118327430443, 0.090856366691379503]
[2.0401065710318393, 3.3094132492119814]
[1.1521980171677513, -1.9108133943507128]
[0.55712462694070308, 2.9712300285294946]
[-0.83707883979455344, -0.27514349439250324]
[3.6884755358039842, 1.4280590581029138]
[-1.7567302711806958, 1.2508407648395286]
[1.0473343740308148, 1.145220477538869]
[0.12606970296342696, -2.6478765428344095]
[4.7450364950778736, 2.2239072303865677]
[1.0298387090718326, 1.1727845970697248]
[1.6706809736268604, 1.2253322927223809]
[0.80043619647892872, 1.2162718313357577]
[3.2763204302703413, 2.7536673230775208]
[-0.69319079099297198, 0.074298192929926607]
[2.7687276635342348, 2.5121881129267658]
[-0.57599580134093542, -0.83682797526625174]
[1.3091556765510615, -0.020281854568462432]
[1.1144157450753795, 1.1936471530633985]
[2.0357195485767359, 0.66323248713044225]
[-0.16604378771772163, -0.62218815287285556]
[0.96409171118546677, 2.0726330467711289]
[-1.1050719435193679, 1.0774254699962127]
[2.533428935371643, 1.6065892982222598]
[-0.15910903744719515, -0.69292198160143692]
[2.1399018981171105, 2.7553602173141769]
[0.70592695451698984, 0.14094505345809674]
[1.5121918709955335, 3.5240855711088752]
[0.58788557632115812, 0.12945502342545134]
[2.6974703011383956, 0.53606520944039682]
[1.9446860510094717, -1.4196368395518564]
[0.63534553656079051, 0.68949553005867159]
[-0.1455985679985507, 1.1287921522048547]
[1.7217632592571879, 3.2534843715472395]
[0.16870334612911306, -0.23474882157235544]
[1.3474202723578581, 2.3225864241311704]
[-2.5981833152867497, -2.2246171294165169]
[2.1575698247468962, 2.5000526299267389]
[0.6316162289588948, -0.39728351198627293]
[1.1234435790496411, 2.0923754805379802]
[-0.8438645215143481, 0.11278515821301728]
[1.2566683657379181, 2.3659882119450799]
[-0.11385301845998705, -0.49622702446270867]
[1.756299459001877, 1.5912433774189876]
[-0.51715173695277006, 0.38357961781214561]
[0.13457796962982416, 1.7034937600442988]
[1.1234266358925986, -0.0093647883636608885]
[3.3900728795766355, 2.0575642118904636]
[-1.2689581766347178, 1.5724990154060181]
[2.5052127590204321, 1.9047086886163016]
[2.1462701043882157, -0.008878995664133478]
[4.6752817589468112, 2.0543046916662067]
[0.52686129211878996, 0.56175120505695664]
[3.9123943993389614, 1.7801764500713058]
[-0.88592964156461063, -0.63361584189747167]
[1.3838190249349316, 2.7205964729119527]
[-0.70764567723878069, 1.194311151558767]
[1.9145896521678252, 2.3088733393326217]
[0.14659126478230064, 0.29071304399480924]
[1.1937594974173074, -0.96044190318084599]
[-0.1700007468001849, -0.94556177940049968]
[0.83529579723899983, 1.5147477744294571]
[0.024069475026432662, -0.64504812114691712]
[3.226394031571322, 1.5768263742975197]
[0.72204719612682688, -0.26201013821895452]
[2.1586091059827774, 2.3260421007981824]
[1.2706941721267997, -0.11347536193404759]
[1.2647817369981129, 1.8320671075430113]
[1.3103368882790511, 0.67757934117140628]
[2.0570215100363187, 1.712019856540147]
[-0.028571011555429838, -1.754544542331582]
[2.3245523714769654, 1.2510033992687726]
[-0.19053663721252284, -0.31473196240848672]
[2.9683295400853673, 3.2569815628634222]
[0.43455805322085828, -1.0181599474727336]
[1.8775536071398167, 1.9586546754275949]
[1.4629729880278683, 0.48924137520521133]
[3.6215417811284984, 2.1436665735732339]
[-0.76202675490233018, -1.4159016928087091]
[1.2255120746310171, 4.3940873305855881]
[1.4024232862190111, 0.67991507369432458]
[2.7251181706632313, 2.3004440599319009]
[2.293846176482921, 0.83392088394812114]
[1.1829148882648439, 2.0439185214359301]
[-0.15781945049306115, -0.11919904604946432]
[-0.67718703808260994, 1.870598101306461]
[1.6398364302862285, 0.1436941475468162]
[1.8395129343885517, 1.7387167699402402]
[-0.33125628563829618, 1.2666660817710185]
[2.2251279845152343, 3.7278061844982062]
[-0.28896288562620587, -1.0416408887045447]
[0.35607888201639981, 2.675698494286423]
[0.3105498551075761, -0.4391622331459048]
[1.1941509663416392, 2.8147702923309197]
[-0.75777748153143998, -0.26585320697710174]
[2.1062482139097036, 2.6308415918181716]
[-0.098635607137399023, -0.69954630934060713]
[1.0343202861301646, 3.4166688702450765]
[0.86087326006460141, 0.10783933838944783]
[2.0901304121447617, 1.4146111875411576]
[-0.97818409025201947, 1.4964325215636582]
[2.1180369578319933, 2.1369954769374968]
[-1.7391163332090582, 0.58856323825820211]
[1.4355718647746467, 1.2026287440122418]
[-0.4603146711108933, -0.30008407523108838]
[1.9080621434566314, 1.972121262924132]
[-1.7009545965308226, -1.199654653031849]
[0.42252909103603709, 1.4385738173846936]
[1.2830435530036532, -0.34898723059544151]
[2.1215664463368928, 2.1944347630159378]
[-1.89478925186608, 0.0053375782085615525]
[0.93488976938358515, 1.9217498829807189]
[0.41887111445207414, -1.4277086565624098]
[2.4148602221250313, 1.247325968886942]
[0.77312865599869784, 0.76970522429928789]
[2.3573999554697478, 1.4270236689830522]
[-0.18023264572904543, 0.67872529172180518]
[3.4192669443476369, 1.5635641027460199]
[-2.2520805837804314, -0.005685476798554908]
[3.2368921297372752, 1.0534072371282373]
[0.5675107903557326, 0.77075577145687846]
[2.9489091119494626, 3.0007940151774219]
[1.0758684221913519, -1.0677183529279521]
[0.76114519134870928, 1.4465829839882955]
[-0.92492113724946279, -0.89936573318497515]
[1.0045775397428081, 1.5888939454927666]
[-0.93200188139942175, 0.17960101392602512]
[2.7732257337358579, 1.4838008673747245]
[0.13407967762437317, -1.0634867185570123]
[2.3422355085052806, 2.6686950336144259]
[0.68288090224200015, -1.152583254785454]
[2.1043766165930897, 2.2418177919704347]
[-0.53764583855862291, 0.088768414919626171]
[3.2163180259515078, 1.3813101790092612]
[-2.0979957198950272, -1.1749446274840671]
[1.7750771349581043, 1.7434348817850387]
[-0.69387792010769944, 1.2996485327677929]
[1.3285052218607523, 3.1341847801221636]
[-0.3669249447280562, 1.4038226338972957]
[1.7405531857037846, 2.3793186431782276]
[0.042944346646833845, -0.62573186849249118]
[0.22635853248706805, 1.0649377792592123]
[0.39504969793936751, -0.40874774950098169]
[1.4108093253471523, 2.9106708171527038]
[0.64288673630607573, 0.84038552797893851]
[0.80546708462626726, 2.614316072294117]
[-1.2899118721427913, 1.6904640575447099]
[2.3254917019859676, 1.0178011788681367]
[0.10633087044026025, 0.24308089870469385]
[2.1858362577302408, 2.1038170529563232]
[1.2504726776451285, -0.44339513799956221]
[1.4957813280361549, 1.319735638505906]
[-1.4709327406801069, -1.0240207544778586]
[0.91193694735743547, 2.5484781214260792]
[0.62303208938653454, -0.25103197562724383]
[2.0806268301308215, 1.8924900532945546]
[-0.48414996648169623, 0.089791401433186729]
[2.8830500251005602, 1.9614128496857208]
[0.16181069454279015, -2.0797604071340641]
[2.5033768303609447, 1.1814194447316797]
[1.4580102312879908, -0.015492576721897033]
[2.9686925611258053, 2.5005331041737979]
[0.86525068970770103, 0.24034564216437462]
[1.7896503759250393, 2.5528928401977184]
[2.3662801375507825, 0.082033926041505306]
[0.058670419702192778, 1.6663633634191763]
[-1.5284741944571785, 0.14169244519224047]
[1.38812603545362, 1.8252832351090817]
[-2.4039763332705655, -0.9863703987517678]
[1.6838889967120056, 0.74977483550442781]
[-0.49507071364541555, 0.81506979089507414]
[1.9077696108157833, 2.8382188465182612]
[-0.48629215348380417, 0.0091106095286360607]
[1.1759558654555524, 0.82151963401554395]
[0.46261020490710597, 0.60917957171514392]
[2.2436654183673226, 3.4981897900473875]
[-1.3526842140073729, -1.5320509686023294]
[1.7972691660707145, 2.5098944214398653]
[-0.85432659373212472, 1.0352867591581791]
[1.378353441578327, 2.5016015545975971]
[-0.71909064199332773, -0.40267002271221658]
[0.91995040771657033, 0.69806529177142385]
[-0.39238091715976947, -0.6596269417992715]
[1.3578461853931336, 3.7002117069463658]
[-0.48009150422952118, 0.36658170268121115]
[2.6204528493342334, 1.0466133057121547]
[1.5120154350832369, -0.37874644905787674]
[0.32745356919879054, 2.7831357743498426]
[-0.14797924319137618, -1.2665523068873086]
[1.264365452829201, 3.6527234568593365]
[1.3165124863976261, -0.0059314931359474958]
[2.574754862244057, 2.0083601866497234]
[-0.27808654342943268, -0.97165211943164598]
[0.64325939367777729, -0.19195550965292441]
[1.4564930809105552, 0.76583970339994811]
[2.3192191905495432, 2.6101228865430803]
[-0.32411644595763983, -0.21187886999791172]
[0.62894550107720848, 2.265800479998668]
[-0.87621373555737136, 0.11816585401317665]
[2.4025453884881522, 1.6703771716214408]
[-0.13201876953072672, 0.35199207686978651]
[0.66861145371259156, 1.4482819463158663]
[0.04911969531242711, 0.90481752435074358]
[1.3398260770845836, 1.5853571356019336]
[0.1353680308947548, -1.466444455368269]
[1.8627782715493104, 0.91474025756416921]
[-0.35435107669885474, -0.7262163336184756]
[2.2468229378227167, 2.1429241109492216]
[0.5251150070423547, 0.3114734799366356]
[2.9539273689895831, 1.9999638642144126]
[-1.3782184480603175, 0.92707257706891633]
[3.2357930133751363, 2.0716405532549733]
[-0.57062158191315393, 0.36465798126537474]
[0.74897180255001716, 2.3311750440708572]
[-0.025790912363597717, 0.58211297081218105]
[1.6174099895591367, 2.0330457086569598]
[0.28287665619188773, -1.3413547539081427]
[3.2234389609577905, 0.62340482564326849]
[-0.52215675864357514, 0.19032145018106408]
[2.3798294265094135, 2.8038036359411955]
[-0.40166430902674222, 0.42412139418943245]
[0.92979882243024337, 2.3277908954275164]
[-1.0438837625655206, 0.69851764590291987]
[1.0314050459074209, 4.0464145385827743]
[0.48862863022296948, 0.034694412606598342]
[3.2458450945766897, 2.2441700784794909]
[0.14712315706871595, -0.10110455327347841]
[1.6022896779201241, 1.6591723387053512]
[1.2797341721103392, -1.0019467281494403]
[3.2251020911139765, 1.4383697431673692]
[0.1371889593991456, -0.30756850957346887]
[1.8633324644578042, 3.0145471925809595]
[1.4458093222888715, -0.30415539812482212]
[3.8187196438407587, 3.200751227440831]
[-0.22606978778141587, 0.05960961985232268]
[2.8959748956948559, 1.8271194258609078]
[-0.47916976764388985, -0.083942929277560502]
[1.0206718800788122, 3.2718449327465757]
[0.57278073227136983, 0.33606864750167642]
[2.4982807802366565, 1.8487927832637576]
[1.0885812259140997, 0.4243186737998863]
[1.2229727027609554, 2.9450137167855202]
